Angle (deg),X Position (cm),Height (um)
0.966800,27.368000,804.000000
0.966800,27.212000,804.000000
0.966800,27.059000,803.000000
0.966800,26.902000,802.000000
0.966800,26.740000,801.000000
0.966800,26.574000,802.000000
0.966800,26.413000,801.000000
0.966800,26.253000,800.000000
0.966800,26.093000,800.000000
0.966800,25.931000,800.000000
0.966800,25.772000,800.000000
0.966800,25.612000,800.000000
0.966800,25.451000,799.000000
0.966800,25.289000,799.000000
0.966800,25.139000,799.000000
0.966800,24.983000,799.000000
0.966800,24.825000,799.000000
0.966800,24.664000,799.000000
0.966800,24.495000,800.000000
0.966800,24.337000,800.000000
0.966800,24.175000,800.000000
0.966800,24.013000,801.000000
0.966800,23.851000,800.000000
0.966800,23.693000,800.000000
0.966800,23.532000,801.000000
0.966800,23.371000,801.000000
0.966800,23.214000,802.000000
